"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"project-Final.nlogox"
"experiment"
"01/26/2026 14:32:15:586 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-40","40","-40","40"
"[run number]","initial-distribution","exposureChance","population","[step]","count turtles","violenceLevel","peopleLeavePlatform","hateSpeechSpread","mean [opinion] of turtles","mean [radicalization] of turtles","mean [trust-in-platform] of turtles"
"483","Polarized Majority","0.6","500","20000","337","100","163","1234065","0.49258160237388726","1","1"
"486","Polarized Majority","0.6","500","20000","322","100","178","1168888","0.5124223602484472","1","1"
"484","Polarized Majority","0.6","500","20000","311","100","189","1139880","0.4694533762057878","1","1"
"485","Polarized Majority","0.6","500","20000","321","100","179","1163123","0.4953271028037383","1","1"
"487","Polarized Majority","0.6","500","20000","298","100","202","1088933","0.5234899328859061","1","1"
"488","Polarized Majority","0.6","500","20000","329","100","171","1225539","0.45896656534954405","1","1"
"489","Polarized Majority","0.6","500","20000","311","100","189","1125057","0.4983922829581994","1","1"
"492","Polarized Majority","0.6","500","20000","318","100","182","1174961","0.46540880503144655","1","1"
"490","Polarized Majority","0.6","500","20000","327","99.38837920489296","173","1252944","0.4341877544565577","0.9938947549646323","0.9942201834862385"
"493","Polarized Majority","0.6","500","20000","328","100","172","1208695","0.5274390243902439","1","1"
"491","Polarized Majority","0.6","500","20000","303","100","197","1121894","0.4752475247524752","1","1"
"494","Polarized Majority","0.6","500","20000","318","100","182","1154399","0.4937106918238994","1","1"
"495","Polarized Majority","0.6","500","20000","305","99.34426229508196","195","1105040","0.5147421694660688","0.9934584037601786","0.9937377049180329"
"498","Polarized Majority","0.6","500","20000","325","100","175","1177816","0.49846153846153846","1","1"
"497","Polarized Majority","0.6","500","20000","330","100","170","1209231","0.5212121212121212","1","1"
"496","Polarized Majority","0.6","500","20000","310","99.67741935483872","190","1162896","0.5436327426650552","0.996783017217143","0.9969677419354839"
"501","Polarized Majority","0.8","500","20000","308","100","192","1116728","0.4902597402597403","1","1"
"503","Polarized Majority","0.8","500","20000","323","100","177","1197275","0.4551083591331269","1","1"
"502","Polarized Majority","0.8","500","20000","306","100","194","1113368","0.5555555555555556","1","1"
"499","Polarized Majority","0.6","500","20000","304","99.67105263157895","196","1109951","0.49498253343631704","0.9967189551021832","0.9968421052631578"
"500","Polarized Majority","0.6","500","20000","313","100","187","1135224","0.5047923322683706","1","1"
"504","Polarized Majority","0.8","500","20000","323","100","177","1193987","0.4891640866873065","1","1"
"505","Polarized Majority","0.8","500","20000","319","100","181","1173129","0.46394984326018807","1","1"
"506","Polarized Majority","0.8","500","20000","309","100","191","1121238","0.5275080906148867","1","1"
"507","Polarized Majority","0.8","500","20000","304","100","196","1099165","0.46710526315789475","1","1"
"508","Polarized Majority","0.8","500","20000","305","100","195","1101955","0.4918032786885246","1","1"
"509","Polarized Majority","0.8","500","20000","301","100","199","1085958","0.5249169435215947","1","1"
"510","Polarized Majority","0.8","500","20000","311","100","189","1129131","0.4758842443729904","1","1"
"511","Polarized Majority","0.8","500","20000","308","100","192","1130343","0.5551948051948052","1","1"
"512","Polarized Majority","0.8","500","20000","310","100","190","1129891","0.4774193548387097","1","1"
"513","Polarized Majority","0.8","500","20000","315","100","185","1156995","0.45396825396825397","1","1"
"514","Polarized Majority","0.8","500","20000","312","100","188","1144876","0.5512820512820513","1","1"
"515","Polarized Majority","0.8","500","20000","313","100","187","1152338","0.4536741214057508","1","1"
"516","Polarized Majority","0.8","500","20000","308","100","192","1126068","0.4512987012987013","1","1"
"518","Polarized Majority","0.8","500","20000","304","100","196","1094312","0.4901315789473684","1","1"
"522","Polarized Majority","0.8","500","20000","307","100","193","1113575","0.5179153094462541","1","1"
"519","Polarized Majority","0.8","500","20000","322","100","178","1194985","0.515527950310559","1","1"
"517","Polarized Majority","0.8","500","20000","304","100","196","1118565","0.42105263157894735","1","1"
"520","Polarized Majority","0.8","500","20000","312","100","188","1144742","0.5512820512820513","1","1"
"521","Polarized Majority","0.8","500","20000","319","100","181","1178651","0.5266457680250783","1","1"
"524","Polarized Majority","0.8","500","20000","317","100","183","1158390","0.5110410094637224","1","1"
"523","Polarized Majority","0.8","500","20000","325","100","175","1219374","0.4492307692307692","1","1"
"525","Polarized Majority","0.8","500","20000","321","100","179","1198107","0.4485981308411215","1","1"
"526","Polarized Majority","0.8","500","20000","314","100","186","1152257","0.4872611464968153","1","1"
"527","Polarized Majority","0.8","500","20000","313","100","187","1148300","0.45686900958466453","1","1"
"528","Polarized Majority","0.8","500","20000","310","100","190","1122971","0.4806451612903226","1","1"
"529","Polarized Majority","0.8","500","20000","301","100","199","1075519","0.4883720930232558","1","1"
"530","Polarized Majority","0.8","500","20000","311","100","189","1132276","0.5016077170418006","1","1"
"534","Polarized Majority","0.8","500","20000","310","100","190","1128608","0.47096774193548385","1","1"
"531","Polarized Majority","0.8","500","20000","319","100","181","1174188","0.5109717868338558","1","1"
"532","Polarized Majority","0.8","500","20000","315","100","185","1163285","0.546031746031746","1","1"
"533","Polarized Majority","0.8","500","20000","325","100","175","1208856","0.5353846153846153","1","1"
"535","Polarized Majority","0.8","500","20000","318","100","182","1173276","0.5283018867924528","1","1"
"537","Polarized Majority","0.8","500","20000","329","100","171","1231085","0.49544072948328266","1","1"
"536","Polarized Majority","0.8","500","20000","322","100","178","1190353","0.5124223602484472","1","1"
"538","Polarized Majority","0.8","500","20000","308","100","192","1118109","0.4837662337662338","1","1"
"539","Polarized Majority","0.8","500","20000","315","100","185","1181215","0.5841269841269842","1","1"
"540","Polarized Majority","0.8","500","20000","334","100","166","1258800","0.5089820359281437","1","1"
"541","Polarized Majority","0.8","500","20000","309","100","191","1122156","0.5016181229773463","1","1"
"542","Polarized Majority","0.8","500","20000","320","100","180","1182676","0.503125","1","1"
"543","Polarized Majority","0.8","500","20000","307","100","193","1108011","0.48859934853420195","1","1"
"544","Polarized Majority","0.8","500","20000","311","100","189","1133587","0.5144694533762058","1","1"
"547","Polarized Majority","0.8","500","20000","330","100","170","1239230","0.45454545454545453","1","1"
"545","Polarized Majority","0.8","500","20000","317","100","183","1167397","0.45425867507886436","1","1"
"546","Polarized Majority","0.8","500","20000","326","100","174","1210769","0.4723926380368098","1","1"
"548","Polarized Majority","0.8","500","20000","308","100","192","1125490","0.4577922077922078","1","1"
"550","Polarized Majority","0.8","500","20000","302","100","198","1081161","0.5231788079470199","1","1"
"549","Polarized Majority","0.8","500","20000","325","100","175","1211529","0.48307692307692307","1","1"
"551","Polarized Majority","1","500","20000","320","100","180","1280382","0.50625","1","1"
"552","Polarized Majority","1","500","20000","309","100","191","1210221","0.5275080906148867","1","1"
"553","Polarized Majority","1","500","20000","313","100","187","1233192","0.4952076677316294","1","1"
"554","Polarized Majority","1","500","20000","318","100","182","1274008","0.5220125786163522","1","1"
"555","Polarized Majority","1","500","20000","306","100","194","1190890","0.4934640522875817","1","1"
"556","Polarized Majority","1","500","20000","306","100","194","1186592","0.4934640522875817","1","1"
"557","Polarized Majority","1","500","20000","317","100","183","1268061","0.4952681388012618","1","1"
"561","Polarized Majority","1","500","20000","307","100","193","1194973","0.4527687296416938","1","1"
"559","Polarized Majority","1","500","20000","289","100","211","1081527","0.5086505190311419","1","1"
"558","Polarized Majority","1","500","20000","303","100","197","1170602","0.5181518151815182","1","1"
"560","Polarized Majority","1","500","20000","315","100","185","1247926","0.45396825396825397","1","1"
"563","Polarized Majority","1","500","20000","309","100","191","1219033","0.44983818770226536","1","1"
"562","Polarized Majority","1","500","20000","319","100","181","1276558","0.48589341692789967","1","1"
"566","Polarized Majority","1","500","20000","304","100","196","1172719","0.5328947368421053","1","1"
"564","Polarized Majority","1","500","20000","311","100","189","1225649","0.4855305466237942","1","1"
"565","Polarized Majority","1","500","20000","305","100","195","1183150","0.5147540983606558","1","1"
"567","Polarized Majority","1","500","20000","301","100","199","1158177","0.521594684385382","1","1"
"568","Polarized Majority","1","500","20000","315","100","185","1249859","0.4984126984126984","1","1"
"570","Polarized Majority","1","500","20000","311","100","189","1221261","0.4630225080385852","1","1"
"569","Polarized Majority","1","500","20000","324","100","176","1322279","0.4660493827160494","1","1"
"571","Polarized Majority","1","500","20000","305","100","195","1180632","0.49508196721311476","1","1"
"572","Polarized Majority","1","500","20000","314","100","186","1248681","0.5573248407643312","1","1"
"574","Polarized Majority","1","500","20000","305","100","195","1177411","0.4885245901639344","1","1"
"573","Polarized Majority","1","500","20000","317","100","183","1263925","0.47318611987381703","1","1"
"575","Polarized Majority","1","500","20000","317","100","183","1267785","0.5047318611987381","1","1"
"576","Polarized Majority","1","500","20000","320","100","180","1282327","0.49375","1","1"
"577","Polarized Majority","1","500","20000","326","100","174","1330942","0.5061349693251533","1","1"
"578","Polarized Majority","1","500","20000","318","100","182","1281171","0.5880503144654088","1","1"
"580","Polarized Majority","1","500","20000","308","100","192","1200622","0.538961038961039","1","1"
"583","Polarized Majority","1","500","20000","296","100","204","1131462","0.5101351351351351","1","1"
"579","Polarized Majority","1","500","20000","321","100","179","1287212","0.5482866043613707","1","1"
"581","Polarized Majority","1","500","20000","318","100","182","1261597","0.5094339622641509","1","1"
"582","Polarized Majority","1","500","20000","312","100","188","1237038","0.47435897435897434","1","1"
"584","Polarized Majority","1","500","20000","323","100","177","1308492","0.5108359133126935","1","1"
"585","Polarized Majority","1","500","20000","297","100","203","1134219","0.5185185185185185","1","1"
"587","Polarized Majority","1","500","20000","298","100","202","1141833","0.49328859060402686","1","1"
"589","Polarized Majority","1","500","20000","317","100","183","1262445","0.45741324921135645","1","1"
"586","Polarized Majority","1","500","20000","324","100","176","1313446","0.4876543209876543","1","1"
"588","Polarized Majority","1","500","20000","314","100","186","1240050","0.5573248407643312","1","1"
"590","Polarized Majority","1","500","20000","315","100","185","1248472","0.5206349206349207","1","1"
"591","Polarized Majority","1","500","20000","311","100","189","1224314","0.5048231511254019","1","1"
"593","Polarized Majority","1","500","20000","312","100","188","1233207","0.5576923076923077","1","1"
"594","Polarized Majority","1","500","20000","303","100","197","1168727","0.45874587458745875","1","1"
"592","Polarized Majority","1","500","20000","323","100","177","1308823","0.544891640866873","1","1"
"596","Polarized Majority","1","500","20000","298","100","202","1133635","0.4697986577181208","1","1"
"595","Polarized Majority","1","500","20000","304","100","196","1175112","0.5328947368421053","1","1"
"598","Polarized Majority","1","500","20000","303","100","197","1169914","0.5214521452145214","1","1"
"597","Polarized Majority","1","500","20000","316","100","184","1257939","0.5063291139240507","1","1"
"599","Polarized Majority","1","500","20000","322","100","178","1298604","0.5559006211180124","1","1"
"600","Polarized Majority","1","500","20000","313","100","187","1230364","0.5111821086261981","1","1"
"603","Random","0","500","20000","500","98.8","0","1631674","0.4838647839968989","0.9895774044828765","1"
"601","Random","0","500","20000","500","98.8","0","1636906","0.4817548135935284","0.9893413149620881","1"
"602","Random","0","500","20000","500","99.4","0","1646051","0.5173420568128391","0.9946522204970497","1"
"604","Random","0","500","20000","500","99","0","1644316","0.509348848151648","0.9913114571454117","1"
"605","Random","0","500","20000","500","99.2","0","1643306","0.48187911217869095","0.9925659327154426","1"
"606","Random","0","500","20000","500","99.6","0","1661816","0.4578173543458687","0.9961615810941726","1"
"607","Random","0","500","20000","500","99.2","0","1642091","0.484469233443236","0.9927045290213037","1"
"609","Random","0","500","20000","500","99.2","0","1645771","0.497580553127447","0.9928371907543518","1"
"608","Random","0","500","20000","500","99.4","0","1648206","0.5132350736761498","0.9945148646336218","1"
"611","Random","0","500","20000","500","99.4","0","1647918","0.479065241196066","0.9944631197913921","1"
"612","Random","0","500","20000","500","99.4","0","1651231","0.46911840271895977","0.9945212405969942","1"
"610","Random","0","500","20000","500","98.8","0","1639890","0.5239251167500625","0.9893686937969655","1"
"613","Random","0","500","20000","500","99.2","0","1649288","0.5122619288941135","0.9923666758817322","1"
"614","Random","0","500","20000","500","99","0","1650766","0.5245907466787204","0.9909775963494989","1"
"615","Random","0","500","20000","500","99.2","0","1645915","0.46738011420430897","0.992862691124307","1"
"616","Random","0","500","20000","500","99.2","0","1644602","0.5081067810843063","0.9928010221859476","1"
"617","Random","0","500","20000","500","99.4","0","1644910","0.4804164604180847","0.9942874004875482","1"
"619","Random","0","500","20000","500","98.6","0","1630216","0.508449941826839","0.9882985093867761","1"
"618","Random","0","500","20000","500","99.2","0","1648879","0.5126708556158278","0.9930430508764123","1"
"621","Random","0","500","20000","500","99.2","0","1642483","0.47072960962319677","0.9930944446822487","1"
"620","Random","0","500","20000","500","99.2","0","1649114","0.45664921099048567","0.9930103132337667","1"
"623","Random","0","500","20000","500","98.8","0","1640133","0.508077459881952","0.9891344023684127","1"
"622","Random","0","500","20000","500","99.4","0","1641775","0.4828287787686348","0.9945592364488981","1"
"624","Random","0","500","20000","500","99.2","0","1643495","0.5357854207523172","0.9927865836457892","1"
"625","Random","0","500","20000","500","99.2","0","1648050","0.45626953939191744","0.9928996016549868","1"
"626","Random","0","500","20000","500","99.2","0","1641063","0.4861310442916456","0.9927636304114961","1"
"627","Random","0","500","20000","500","99","0","1639862","0.5193703037069258","0.991014114809429","1"
"629","Random","0","500","20000","500","99.4","0","1646820","0.4912300509817934","0.9946173801537633","1"
"628","Random","0","500","20000","500","99.4","0","1641782","0.5027540256907738","0.9946828225098409","1"
"632","Random","0","500","20000","500","99","0","1639139","0.5034701713889425","0.991121425222898","1"
"631","Random","0","500","20000","500","99.2","0","1647875","0.4772851395022127","0.9927725277350382","1"
"633","Random","0","500","20000","500","99.4","0","1638704","0.47878378056733245","0.9946056935417368","1"
"630","Random","0","500","20000","500","99.2","0","1643923","0.5200166490661036","0.9928393294267583","1"
"634","Random","0","500","20000","500","99","0","1640883","0.5095266770483542","0.9911601169190228","1"
"635","Random","0","500","20000","500","98.8","0","1638662","0.49581911344705926","0.9893483162530547","1"
"636","Random","0","500","20000","500","99.2","0","1636135","0.48393768065764825","0.9928966376747131","1"
"637","Random","0","500","20000","500","99.6","0","1649848","0.4701778619074486","0.9959813432494037","1"
"638","Random","0","500","20000","500","99","0","1641454","0.4887899559881795","0.9910726095441522","1"
"639","Random","0","500","20000","500","99.2","0","1643294","0.46719893630271925","0.9924352847153226","1"
"641","Random","0","500","20000","500","99.2","0","1639150","0.5038091765096878","0.9929143068541718","1"
"642","Random","0","500","20000","500","99","0","1633959","0.5031779126180542","0.9911172704082931","1"
"640","Random","0","500","20000","500","99","0","1678028","0.5889129989887864","0.9910018230527143","1"
"643","Random","0","500","20000","500","99.4","0","1643946","0.4835011030864566","0.994618080492255","1"
"644","Random","0","500","20000","500","99","0","1633842","0.4974027935098777","0.9911028226777453","1"
"648","Random","0","500","20000","500","99","0","1638890","0.5046198722315361","0.9913304699397606","1"
"645","Random","0","500","20000","500","99.2","0","1633307","0.4993946426999624","0.9927695482543503","1"
"646","Random","0","500","20000","500","99.2","0","1644624","0.4898108867752284","0.9929430328510546","1"
"647","Random","0","500","20000","500","99.2","0","1645295","0.5061230760565474","0.9924812794550283","1"
"649","Random","0","500","20000","500","99","0","1641950","0.5150451951890803","0.9911059156601726","1"
"650","Random","0","500","20000","500","98.8","0","1635747","0.4858126723304329","0.9897135438211122","1"
"652","Random","0.2","500","20000","500","88.8","0","1642608","0.5967396479489588","0.8890586640657926","0.9849799999999996"
"651","Random","0.2","500","20000","500","92.2","0","1830007","0.3349551777441895","0.9227921283751759","0.99527"
"653","Random","0.2","500","20000","500","90.2","0","1701064","0.622091128012068","0.9029900941945231","0.98624"
"656","Random","0.2","500","20000","500","90.2","0","1707823","0.3761070799991318","0.9031123548552917","0.9881399999999999"
"657","Random","0.2","500","20000","500","89.4","0","1669954","0.3973842894619859","0.8951785624470434","0.98904"
"655","Random","0.2","500","20000","500","89","0","1631501","0.6068142772983693","0.8914354841848053","0.9909400000000002"
"654","Random","0.2","500","20000","500","93","0","1836377","0.6732930021884844","0.9308742641888856","0.9942700000000001"
"658","Random","0.2","500","20000","500","92.2","0","1775108","0.3490800729164572","0.9224495413215023","0.9938000000000003"
"659","Random","0.2","500","20000","500","92","0","1806340","0.6611066089273216","0.9211024107103767","0.9944399999999999"
"660","Random","0.2","500","20000","500","88.8","0","1618772","0.6014129393149807","0.889129426985479","0.9913200000000001"
"661","Random","0.2","500","20000","500","94","0","1892897","0.6960694083794478","0.9406923085054091","0.9932900000000002"
"663","Random","0.2","500","20000","500","89.8","0","1691633","0.6147397648503183","0.8996497305045291","0.9918300000000001"
"662","Random","0.2","500","20000","500","92","0","1776450","0.6530204376181895","0.9209887573462017","0.9935299999999999"
"665","Random","0.2","500","20000","500","90.2","0","1700400","0.37896972146717023","0.9028281802867125","0.9922499999999999"
"664","Random","0.2","500","20000","500","93.8","0","1898654","0.3069146526050513","0.9385623957931081","0.99479"
"666","Random","0.2","500","20000","500","92","0","1799487","0.6635085202833386","0.9212336495687699","0.9963399999999998"
"667","Random","0.2","500","20000","500","91.4","0","1720506","0.36498129653823536","0.915275410071356","0.9937600000000001"
"668","Random","0.2","500","20000","500","93.2","0","1854464","0.31812135410145","0.9327455074064633","0.9944500000000002"
"671","Random","0.2","500","20000","500","82.6","0","1464048","0.4593914136206353","0.8276751685795812","0.9774800000000001"
"669","Random","0.2","500","20000","500","89.4","0","1665068","0.5971810458599723","0.8947946154979209","0.98339"
"677","Random","0.2","500","20000","500","90.60000000000001","0","1737067","0.3633615741983139","0.9075322329243465","0.9947500000000001"
"670","Random","0.2","500","20000","500","91.60000000000001","0","1772951","0.35020255550351165","0.9173489128463767","0.99311"
"672","Random","0.2","500","20000","500","90.2","0","1709914","0.3770158884355726","0.9042159647768053","0.9929800000000001"
"676","Random","0.2","500","20000","500","89.8","0","1663448","0.39840255552568293","0.8988567230873589","0.9847200000000002"
"674","Random","0.2","500","20000","500","91","0","1761124","0.35634159437265356","0.9108482520212684","0.9920599999999999"
"673","Random","0.2","500","20000","500","92.2","0","1813359","0.33353236219728105","0.9232415019084889","0.9955799999999999"
"675","Random","0.2","500","20000","500","93.4","0","1865829","0.6813447779774812","0.9346183404205664","0.99347"
"678","Random","0.2","500","20000","500","92.60000000000001","0","1819970","0.6662559185175584","0.9269678379442741","0.9936299999999999"
"679","Random","0.2","500","20000","500","91.4","0","1748083","0.35807086541388383","0.9149393836690074","0.9918000000000005"
"680","Random","0.2","500","20000","500","91.8","0","1772468","0.35601688436632106","0.9189394305600707","0.9924100000000002"
"682","Random","0.2","500","20000","500","90","0","1708391","0.6203166708475727","0.9015329484371015","0.99064"
"681","Random","0.2","500","20000","500","92.4","0","1810911","0.33444389915843464","0.9252213325808847","0.9965600000000001"
"683","Random","0.2","500","20000","500","92.60000000000001","0","1790822","0.6599553583251712","0.9266912520456682","0.9936"
"687","Random","0.2","500","20000","500","88.8","0","1632113","0.3981669405014061","0.8887641751082453","0.9882000000000003"
"685","Random","0.2","500","20000","500","90.8","0","1725398","0.3729956709122588","0.9089634134147295","0.9895499999999999"
"684","Random","0.2","500","20000","500","89.8","0","1673127","0.6104787619187644","0.8991654697333019","0.99355"
"686","Random","0.2","500","20000","500","91.4","0","1726886","0.3666973962769401","0.9148895081166437","0.99076"
"691","Random","0.2","500","20000","500","88","0","1621541","0.585238011610533","0.8813271660713508","0.9829300000000002"
"690","Random","0.2","500","20000","500","89.60000000000001","0","1665758","0.6162269502484928","0.8979729882665671","0.9908700000000003"
"688","Random","0.2","500","20000","500","93","0","1857446","0.32049063736665095","0.9308955138203885","0.9949300000000002"
"692","Random","0.2","500","20000","500","90.8","0","1727179","0.37078835503265833","0.9092409677343406","0.9884499999999999"
"693","Random","0.2","500","20000","500","90","0","1702301","0.3826542410735988","0.9010772789919542","0.9867800000000001"
"689","Random","0.2","500","20000","500","93.60000000000001","0","1884377","0.3078889785029864","0.9366531369766972","0.9960200000000003"
"694","Random","0.2","500","20000","500","87.4","0","1612080","0.5821130180206782","0.8753021973510887","0.9845700000000003"
"695","Random","0.2","500","20000","500","91","0","1728256","0.36607970440272436","0.9109496615891097","0.99282"
"696","Random","0.2","500","20000","500","91.4","0","1756048","0.3615041750124893","0.9146074244281753","0.9922799999999998"
"697","Random","0.2","500","20000","500","90.4","0","1723782","0.6331645283712019","0.9049997822192901","0.9955200000000001"
"698","Random","0.2","500","20000","500","89.4","0","1680356","0.6091105788852998","0.8946772786485467","0.98795"
"700","Random","0.2","500","20000","500","91.2","0","1736154","0.6427597678392443","0.9127769597985129","0.9937700000000006"
"699","Random","0.2","500","20000","500","90.4","0","1724074","0.6216100539729799","0.9045955975276815","0.99106"
"701","Random","0.4","500","20000","500","84.8","0","1746755","0.6518621876262458","0.8500641744378626","0.9560500000000001"
"702","Random","0.4","500","20000","500","84.8","0","1780290","0.6596185530987996","0.8499026527221655","0.96104"
"704","Random","0.4","500","20000","500","84.8","0","1763842","0.6560906091703883","0.8492293671096072","0.9629500000000002"
"706","Random","0.4","500","20000","499","82.96593186372746","1","1686505","0.6280097092423771","0.8308549864172037","0.9411022044088173"
"703","Random","0.4","500","20000","499","84.96993987975952","1","1742203","0.6513927182812507","0.8513599242416544","0.9479058116232464"
"705","Random","0.4","500","20000","500","84.39999999999999","0","1750519","0.35219350018643314","0.8451200601935792","0.9515700000000002"
"710","Random","0.4","500","20000","500","79","0","1540840","0.5944987478397636","0.7922292758824382","0.9354100000000001"
"708","Random","0.4","500","20000","500","83.6","0","1740974","0.6485199164937507","0.8376166706211435","0.9531000000000001"
"707","Random","0.4","500","20000","500","88.2","0","1920382","0.7034304967626387","0.8831834745611624","0.97288"
"709","Random","0.4","500","20000","500","85","0","1791842","0.6611796970001194","0.8514460483143371","0.9634700000000003"
"711","Random","0.4","500","20000","500","79.2","0","1568277","0.6072505734993732","0.7944008690382065","0.9427799999999997"
"713","Random","0.4","500","20000","500","85.2","0","1774404","0.6589230357409902","0.8536304636897921","0.9617999999999995"
"714","Random","0.4","500","20000","500","80.4","0","1571699","0.3863599717036716","0.8065346248314164","0.94993"
"712","Random","0.4","500","20000","500","83.6","0","1698523","0.6391367785391384","0.8375448948021034","0.94809"
"715","Random","0.4","500","20000","500","83.2","0","1672278","0.64051038416032","0.8338381453668592","0.96133"
"716","Random","0.4","500","20000","500","81.2","0","1637050","0.38072555930774654","0.8135349510512397","0.9499599999999997"
"717","Random","0.4","500","20000","499","83.56713426853707","1","1722877","0.3569353688498017","0.8373382100077185","0.9502404809619241"
"720","Random","0.4","500","20000","500","83","0","1726182","0.6391790906602403","0.831366832555641","0.9489299999999998"
"719","Random","0.4","500","20000","500","87.6","0","1881038","0.3146784815271307","0.876881050108218","0.96627"
"722","Random","0.4","500","20000","500","82.8","0","1685377","0.6357770699821786","0.830284165358643","0.9587"
"723","Random","0.4","500","20000","500","84.39999999999999","0","1761437","0.3451342470106776","0.8453593320262922","0.95624"
"718","Random","0.4","500","20000","500","84","0","1737513","0.3507576213969604","0.8415211938966678","0.95773"
"724","Random","0.4","500","20000","500","88.2","0","1920304","0.3046150009696947","0.8830534117989742","0.97097"
"725","Random","0.4","500","20000","500","82.39999999999999","0","1678886","0.3688489816599468","0.8256053001110211","0.94657"
"721","Random","0.4","500","20000","500","81.39999999999999","0","1677086","0.38298189095859136","0.816185829486325","0.9311599999999998"
"728","Random","0.4","500","20000","500","81.39999999999999","0","1652983","0.3710375043055389","0.8160671883462816","0.9565999999999999"
"726","Random","0.4","500","20000","500","82","0","1667989","0.3665603790156805","0.8215283650607211","0.9592500000000003"
"729","Random","0.4","500","20000","500","86.8","0","1853725","0.67394999971748","0.8693800869445325","0.9580799999999996"
"727","Random","0.4","500","20000","500","84.39999999999999","0","1744184","0.6513576522914996","0.845338212789268","0.9578900000000006"
"730","Random","0.4","500","20000","500","82.8","0","1704814","0.35939857150534527","0.830472646221951","0.9639099999999998"
"731","Random","0.4","500","20000","500","85.8","0","1853951","0.6750145024345404","0.859172319580561","0.96009"
"732","Random","0.4","500","20000","500","85","0","1744735","0.3501027844189797","0.8516550603665043","0.94395"
"733","Random","0.4","500","20000","500","82.19999999999999","0","1653455","0.6297858077856971","0.8236062722468364","0.9517400000000001"
"738","Random","0.4","500","20000","389","87.66066838046272","111","1352853","0.48996914504923705","0.8771456924283114","0.907223650385604"
"734","Random","0.4","500","20000","500","84.39999999999999","0","1754204","0.6544428156125537","0.8452245296803073","0.9671"
"736","Random","0.4","500","20000","499","78.75751503006012","1","1550711","0.5978067845889439","0.7896726855148964","0.9322645290581159"
"735","Random","0.4","500","20000","500","83.6","0","1700184","0.64291022178186","0.8375781738911099","0.95822"
"737","Random","0.4","500","20000","500","85","0","1808428","0.3290763933627004","0.8519036104518176","0.97088"
"739","Random","0.4","500","20000","495","76.56565656565657","5","1501825","0.5750875478614429","0.7677046520247758","0.9045959595959596"
"740","Random","0.4","500","20000","500","85.8","0","1810934","0.6662119564293054","0.8596611269863497","0.9615500000000001"
"741","Random","0.4","500","20000","500","85.6","0","1791757","0.33820540575994185","0.8572147508859683","0.9641400000000001"
"742","Random","0.4","500","20000","500","85.2","0","1792815","0.6622897432374237","0.8531899934550429","0.9561900000000001"
"743","Random","0.4","500","20000","499","84.96993987975952","1","1736483","0.3486516729133402","0.8512522536172609","0.9608517034068136"
"744","Random","0.4","500","20000","500","85.6","0","1805259","0.33215620614724717","0.8577049665551345","0.9629099999999996"
"747","Random","0.4","500","20000","500","85.39999999999999","0","1828041","0.3289847779051259","0.855921861706755","0.96461"
"745","Random","0.4","500","20000","498","84.93975903614458","2","1752238","0.6440894432688997","0.8505631967971652","0.9483835341365462"
"746","Random","0.4","500","20000","500","88.8","0","1945431","0.29677755670066625","0.8890548187433862","0.9669800000000001"
"748","Random","0.4","500","20000","500","83.8","0","1737347","0.3601232978460986","0.8396510803200535","0.9408299999999999"
"753","Random","0.6","500","20000","286","98.95104895104895","214","1059032","0.49447534511188396","0.9895403690817665","0.9902447552447552"
"751","Random","0.6","500","20000","280","97.85714285714285","220","1050500","0.4998051848172545","0.9786236575305027","0.9808571428571428"
"752","Random","0.6","500","20000","301","99.00332225913621","199","1125739","0.5366317313128941","0.9900608472532515","0.991013289036545"
"749","Random","0.4","500","20000","500","78.8","0","1564250","0.6013952529293107","0.789662423721804","0.9469400000000003"
"757","Random","0.6","500","20000","297","100","203","1091013","0.5151515151515151","1","1"
"750","Random","0.4","500","20000","500","79.4","0","1595004","0.39384052598033253","0.7959445024200009","0.9462899999999999"
"761","Random","0.6","500","20000","301","98.33887043189368","199","1130001","0.4600330707505319","0.9834310979552372","0.9849501661129567"
"759","Random","0.6","500","20000","296","98.98648648648648","204","1103454","0.4712062806074526","0.9898878899732882","0.9905574324324325"
"756","Random","0.6","500","20000","371","88.14016172506739","129","1388062","0.40523783875402336","0.881883940200896","0.9110916442048516"
"755","Random","0.6","500","20000","445","83.82022471910112","55","1622372","0.6428302269806091","0.839141101813997","0.888494382022472"
"754","Random","0.6","500","20000","468","80.12820512820514","32","1678553","0.35720479126026716","0.8027949572919015","0.8755662393162397"
"758","Random","0.6","500","20000","396","93.18181818181817","104","1615952","0.6465916456855316","0.9321219128817525","0.9455429292929292"
"765","Random","0.6","500","20000","287","98.60627177700349","213","1057851","0.4945875529852077","0.9861040690640112","0.9877700348432056"
"766","Random","0.6","500","20000","292","100","208","1101503","0.5273972602739726","1","1"
"763","Random","0.6","500","20000","335","96.71641791044776","165","1324776","0.5926233656327922","0.9672602601815461","0.971044776119403"
"764","Random","0.6","500","20000","349","95.70200573065902","151","1390893","0.399631216490478","0.957170699944161","0.9636819484240687"
"760","Random","0.6","500","20000","475","85.26315789473684","25","1841085","0.307848210311214","0.8538435928077285","0.9120947368421055"
"762","Random","0.6","500","20000","487","82.95687885010267","13","1868980","0.3057384309422643","0.8308525529315641","0.909024640657084"
"769","Random","0.6","500","20000","312","94.55128205128204","188","1153133","0.446793409472348","0.9456746907416264","0.9533493589743588"
